"","year","state","office_type","question","answer","demographic_pct","answer_pct","lastName"
"1279",2020,"NC","Senate","Area type","Suburban",40,37,"Cunningham"
"1280",2020,"NC","Senate","Area type","Suburban",40,60,"Tillis"
"1281",2020,"NC","Senate","Area type","Rural",27,39,"Cunningham"
"1282",2020,"NC","Senate","Area type","Rural",27,55,"Tillis"
"1283",2020,"NC","Senate","Education by race","White voters, college degree",26,49,"Cunningham"
"1284",2020,"NC","Senate","Education by race","White voters, college degree",26,48,"Tillis"
"1285",2020,"NC","Senate","Education by race","White voters, no degree",39,20,"Cunningham"
"1286",2020,"NC","Senate","Education by race","White voters, no degree",39,75,"Tillis"
"1287",2020,"NC","Senate","Education by race","Voters of color, college degree",11,78,"Cunningham"
"1288",2020,"NC","Senate","Education by race","Voters of color, college degree",11,18,"Tillis"
"1289",2020,"NC","Senate","Education by race","Voters of color, no degree",25,74,"Cunningham"
"1290",2020,"NC","Senate","Education by race","Voters of color, no degree",25,21,"Tillis"
"1291",2020,"NC","Senate","Race","White voters",65,32,"Cunningham"
"1292",2020,"NC","Senate","Race","White voters",65,64,"Tillis"
"1293",2020,"NC","Senate","Race","Voters of color",35,75,"Cunningham"
"1294",2020,"NC","Senate","Race","Voters of color",35,20,"Tillis"
"1295",2020,"NC","Senate","Education","Never attended college",18,36,"Cunningham"
"1296",2020,"NC","Senate","Education","Never attended college",18,60,"Tillis"
"1297",2020,"NC","Senate","Education","Some college",27,40,"Cunningham"
"1298",2020,"NC","Senate","Education","Some college",27,55,"Tillis"
"1299",2020,"NC","Senate","Education","Associate's degree",18,47,"Cunningham"
"1300",2020,"NC","Senate","Education","Associate's degree",18,47,"Tillis"
"1301",2020,"NC","Senate","Education","Bachelor's degree",22,54,"Cunningham"
"1302",2020,"NC","Senate","Education","Bachelor's degree",22,44,"Tillis"
"1303",2020,"NC","Senate","Education","Advanced degree",14,64,"Cunningham"
"1304",2020,"NC","Senate","Education","Advanced degree",14,33,"Tillis"
"1305",2020,"NC","Senate","Income","Less than $30,000",15,48,"Cunningham"
"1306",2020,"NC","Senate","Income","Less than $30,000",15,48,"Tillis"
"1307",2020,"NC","Senate","Income","$30,000-$49,999",22,48,"Cunningham"
"1308",2020,"NC","Senate","Income","$30,000-$49,999",22,40,"Tillis"
"1309",2020,"NC","Senate","Income","$50,000-$99,999",36,48,"Cunningham"
"1310",2020,"NC","Senate","Income","$50,000-$99,999",36,48,"Tillis"
"1311",2020,"NC","Senate","Income","$100,000-$199,999",22,45,"Cunningham"
"1312",2020,"NC","Senate","Income","$100,000-$199,999",22,54,"Tillis"
"1313",2020,"NC","Senate","Income","$200,000 or more",6,45,"Cunningham"
"1314",2020,"NC","Senate","Income","$200,000 or more",6,54,"Tillis"
"1315",2020,"NC","Governor","Age","18-24",8,57,"Cooper"
"1316",2020,"NC","Governor","Age","18-24",8,41,"Forest"
"1317",2020,"NC","Governor","Age","25-29",6,54,"Cooper"
"1318",2020,"NC","Governor","Age","25-29",6,39,"Forest"
"1319",2020,"NC","Governor","Age","30-39",14,59,"Cooper"
"1320",2020,"NC","Governor","Age","30-39",14,41,"Forest"
"1321",2020,"NC","Governor","Age","40-49",16,55,"Cooper"
"1322",2020,"NC","Governor","Age","40-49",16,43,"Forest"
"1323",2020,"NC","Governor","Age","50-64",31,48,"Cooper"
"1324",2020,"NC","Governor","Age","50-64",31,50,"Forest"
"1325",2020,"NC","Governor","Age","65 or older",24,46,"Cooper"
"1326",2020,"NC","Governor","Age","65 or older",24,53,"Forest"
"1327",2020,"NC","Governor","Gender","Male",44,47,"Cooper"
"1328",2020,"NC","Governor","Gender","Male",44,51,"Forest"
"1329",2020,"NC","Governor","Gender","Female",56,55,"Cooper"
"1330",2020,"NC","Governor","Gender","Female",56,43,"Forest"
"1331",2020,"NC","Governor","Area type","Urban",33,71,"Cooper"
"1332",2020,"NC","Governor","Area type","Urban",33,28,"Forest"
"1333",2020,"NC","Governor","Area type","Suburban",40,43,"Cooper"
"1334",2020,"NC","Governor","Area type","Suburban",40,56,"Forest"
"1335",2020,"NC","Governor","Area type","Rural",27,42,"Cooper"
"1336",2020,"NC","Governor","Area type","Rural",27,55,"Forest"
"1337",2020,"NC","Governor","Education by race","White voters, college degree",26,54,"Cooper"
"1338",2020,"NC","Governor","Education by race","White voters, college degree",26,45,"Forest"
"1339",2020,"NC","Governor","Education by race","White voters, no degree",39,24,"Cooper"
"1340",2020,"NC","Governor","Education by race","White voters, no degree",39,74,"Forest"
"1341",2020,"NC","Governor","Education by race","Voters of color, college degree",11,82,"Cooper"
"1342",2020,"NC","Governor","Education by race","Voters of color, college degree",11,17,"Forest"
"1343",2020,"NC","Governor","Education by race","Voters of color, no degree",25,79,"Cooper"
"1344",2020,"NC","Governor","Education by race","Voters of color, no degree",25,19,"Forest"
"1345",2020,"NC","Governor","Race","White voters",65,36,"Cooper"
"1346",2020,"NC","Governor","Race","White voters",65,63,"Forest"
"1347",2020,"NC","Governor","Race","Voters of color",35,80,"Cooper"
"1348",2020,"NC","Governor","Race","Voters of color",35,18,"Forest"
"1349",2020,"NC","Governor","Education","Never attended college",18,41,"Cooper"
"1350",2020,"NC","Governor","Education","Never attended college",18,58,"Forest"
"1351",2020,"NC","Governor","Education","Some college",27,45,"Cooper"
"1352",2020,"NC","Governor","Education","Some college",27,53,"Forest"
"1353",2020,"NC","Governor","Education","Associate's degree",18,50,"Cooper"
"1354",2020,"NC","Governor","Education","Associate's degree",18,46,"Forest"
"1355",2020,"NC","Governor","Education","Bachelor's degree",22,58,"Cooper"
"1356",2020,"NC","Governor","Education","Bachelor's degree",22,41,"Forest"
"1357",2020,"NC","Governor","Education","Advanced degree",14,68,"Cooper"
"1358",2020,"NC","Governor","Education","Advanced degree",14,31,"Forest"
"1359",2020,"NC","Governor","Income","Less than $30,000",15,53,"Cooper"
"1360",2020,"NC","Governor","Income","Less than $30,000",15,45,"Forest"
"1361",2020,"NC","Governor","Income","$30,000-$49,999",22,55,"Cooper"
"1362",2020,"NC","Governor","Income","$30,000-$49,999",22,43,"Forest"
"1363",2020,"NC","Governor","Income","$50,000-$99,999",36,50,"Cooper"
"1364",2020,"NC","Governor","Income","$50,000-$99,999",36,47,"Forest"
"1365",2020,"NC","Governor","Income","$100,000-$199,999",22,48,"Cooper"
"1366",2020,"NC","Governor","Income","$100,000-$199,999",22,51,"Forest"
"1367",2020,"NC","Governor","Income","$200,000 or more",5,48,"Cooper"
"1368",2020,"NC","Governor","Income","$200,000 or more",5,52,"Forest"
"1369",2020,"OH","President","Age","18-24",9,55,"Biden"
"1370",2020,"OH","President","Age","18-24",9,42,"Trump"
"1371",2020,"OH","President","Age","25-29",6,60,"Biden"
"1372",2020,"OH","President","Age","25-29",6,33,"Trump"
"1373",2020,"OH","President","Age","30-39",15,53,"Biden"
"1374",2020,"OH","President","Age","30-39",15,44,"Trump"
"1375",2020,"OH","President","Age","40-49",16,47,"Biden"
"1376",2020,"OH","President","Age","40-49",16,52,"Trump"
"1377",2020,"OH","President","Age","50-64",29,42,"Biden"
"1378",2020,"OH","President","Age","50-64",29,58,"Trump"
"1379",2020,"OH","President","Age","65 or older",23,37,"Biden"
"1380",2020,"OH","President","Age","65 or older",23,62,"Trump"
"1381",2020,"OH","President","Gender","Male",47,39,"Biden"
"1382",2020,"OH","President","Gender","Male",47,59,"Trump"
"1383",2020,"OH","President","Gender","Female",53,51,"Biden"
"1384",2020,"OH","President","Gender","Female",53,48,"Trump"
"1385",2020,"OH","President","Area type","Urban",34,59,"Biden"
"1386",2020,"OH","President","Area type","Urban",34,39,"Trump"
"1387",2020,"OH","President","Area type","Suburban",44,43,"Biden"
"1388",2020,"OH","President","Area type","Suburban",44,55,"Trump"
"1389",2020,"OH","President","Area type","Rural",22,27,"Biden"
"1390",2020,"OH","President","Area type","Rural",22,71,"Trump"
"1391",2020,"OH","President","Education by race","White voters, college degree",30,52,"Biden"
"1392",2020,"OH","President","Education by race","White voters, college degree",30,46,"Trump"
"1393",2020,"OH","President","Education by race","White voters, no degree",53,31,"Biden"
"1394",2020,"OH","President","Education by race","White voters, no degree",53,67,"Trump"
"1395",2020,"OH","President","Education by race","Voters of color, college degree",4,78,"Biden"
"1396",2020,"OH","President","Education by race","Voters of color, college degree",4,21,"Trump"
"1397",2020,"OH","President","Education by race","Voters of color, no degree",12,79,"Biden"
"1398",2020,"OH","President","Education by race","Voters of color, no degree",12,19,"Trump"
"1399",2020,"OH","President","Race","White voters",84,39,"Biden"
"1400",2020,"OH","President","Race","White voters",84,60,"Trump"
"1401",2020,"OH","President","Race","Voters of color",16,79,"Biden"
"1402",2020,"OH","President","Race","Voters of color",16,20,"Trump"
"1403",2020,"OH","President","Education","Never attended college",23,35,"Biden"
"1404",2020,"OH","President","Education","Never attended college",23,64,"Trump"
"1405",2020,"OH","President","Education","Some college",28,42,"Biden"
"1406",2020,"OH","President","Education","Some college",28,56,"Trump"
"1407",2020,"OH","President","Education","Associate's degree",15,44,"Biden"
"1408",2020,"OH","President","Education","Associate's degree",15,54,"Trump"
"1409",2020,"OH","President","Education","Bachelor's degree",21,50,"Biden"
"1410",2020,"OH","President","Education","Bachelor's degree",21,48,"Trump"
"1411",2020,"OH","President","Education","Advanced degree",14,62,"Biden"
"1412",2020,"OH","President","Education","Advanced degree",14,36,"Trump"
"1413",2020,"OH","President","Income","Less than $30,000",15,53,"Biden"
"1414",2020,"OH","President","Income","Less than $30,000",15,46,"Trump"
"1415",2020,"OH","President","Income","$30,000-$49,999",20,52,"Biden"
"1416",2020,"OH","President","Income","$30,000-$49,999",20,46,"Trump"
"1417",2020,"OH","President","Income","$50,000-$99,999",34,43,"Biden"
"1418",2020,"OH","President","Income","$50,000-$99,999",34,55,"Trump"
"1419",2020,"OH","President","Income","$100,000-$199,999",25,41,"Biden"
"1420",2020,"OH","President","Income","$100,000-$199,999",25,58,"Trump"
"1421",2020,"OH","President","Income","$200,000 or more",7,47,"Biden"
"1422",2020,"OH","President","Income","$200,000 or more",7,50,"Trump"
"1423",2020,"OR","President","Gender","Male",50,51,"Biden"
"1424",2020,"OR","President","Gender","Male",50,45,"Trump"
"1425",2020,"OR","President","Gender","Female",50,63,"Biden"
"1426",2020,"OR","President","Gender","Female",50,35,"Trump"
"1427",2020,"OR","President","Area type","Urban",32,75,"Biden"
"1428",2020,"OR","President","Area type","Urban",32,23,"Trump"
"1429",2020,"OR","President","Area type","Suburban",50,52,"Biden"
"1430",2020,"OR","President","Area type","Suburban",50,44,"Trump"
"1431",2020,"OR","President","Area type","Rural",18,37,"Biden"
"1432",2020,"OR","President","Area type","Rural",18,58,"Trump"
"1433",2020,"OR","President","Age","18-44",41,63,"Biden"
"1434",2020,"OR","President","Age","18-44",41,31,"Trump"
"1435",2020,"OR","President","Age","45 or older",59,53,"Biden"
"1436",2020,"OR","President","Age","45 or older",59,46,"Trump"
"1437",2020,"OR","President","Education","Never attended college",24,38,"Biden"
"1438",2020,"OR","President","Education","Never attended college",24,62,"Trump"
"1439",2020,"OR","President","Education","Some college",34,57,"Biden"
"1440",2020,"OR","President","Education","Some college",34,37,"Trump"
"1441",2020,"OR","President","Education","Associate's degree",12,57,"Biden"
"1442",2020,"OR","President","Education","Associate's degree",12,41,"Trump"
"1443",2020,"OR","President","Education","Bachelor's degree",17,67,"Biden"
"1444",2020,"OR","President","Education","Bachelor's degree",17,30,"Trump"
"1445",2020,"OR","President","Education","Advanced degree",13,78,"Biden"
"1446",2020,"OR","President","Education","Advanced degree",13,18,"Trump"
"1447",2020,"OR","Senate","Gender","Male",50,51,"Merkley"
"1448",2020,"OR","Senate","Gender","Male",50,44,"Perkins"
"1449",2020,"OR","Senate","Gender","Female",50,63,"Merkley"
"1450",2020,"OR","Senate","Gender","Female",50,34,"Perkins"
"1451",2020,"OR","Senate","Area type","Urban",32,78,"Merkley"
"1452",2020,"OR","Senate","Area type","Urban",32,21,"Perkins"
"1453",2020,"OR","Senate","Area type","Suburban",49,50,"Merkley"
"1454",2020,"OR","Senate","Area type","Suburban",49,43,"Perkins"
"1455",2020,"OR","Senate","Area type","Rural",18,39,"Merkley"
"1456",2020,"OR","Senate","Area type","Rural",18,60,"Perkins"
"1457",2020,"OR","Senate","Age","18-44",41,62,"Merkley"
"1458",2020,"OR","Senate","Age","18-44",41,31,"Perkins"
"1459",2020,"OR","Senate","Age","45 or older",59,54,"Merkley"
"1460",2020,"OR","Senate","Age","45 or older",59,44,"Perkins"
"1461",2020,"OR","Senate","Education","Never attended college",23,37,"Merkley"
"1462",2020,"OR","Senate","Education","Never attended college",23,63,"Perkins"
"1463",2020,"OR","Senate","Education","Some college",34,60,"Merkley"
"1464",2020,"OR","Senate","Education","Some college",34,36,"Perkins"
"1465",2020,"OR","Senate","Education","Associate's degree",12,57,"Merkley"
"1466",2020,"OR","Senate","Education","Associate's degree",12,36,"Perkins"
"1467",2020,"OR","Senate","Education","Bachelor's degree",18,69,"Merkley"
"1468",2020,"OR","Senate","Education","Bachelor's degree",18,27,"Perkins"
"1469",2020,"OR","Senate","Education","Advanced degree",13,74,"Merkley"
"1470",2020,"OR","Senate","Education","Advanced degree",13,20,"Perkins"
"1471",2020,"PA","President","Age","18-24",7,59,"Biden"
"1472",2020,"PA","President","Age","18-24",7,37,"Trump"
"1473",2020,"PA","President","Age","25-29",6,67,"Biden"
"1474",2020,"PA","President","Age","25-29",6,31,"Trump"
"1475",2020,"PA","President","Age","30-39",16,61,"Biden"
"1476",2020,"PA","President","Age","30-39",16,37,"Trump"
"1477",2020,"PA","President","Age","40-49",13,52,"Biden"
"1478",2020,"PA","President","Age","40-49",13,46,"Trump"
"1479",2020,"PA","President","Age","50-64",31,41,"Biden"
"1480",2020,"PA","President","Age","50-64",31,59,"Trump"
"1481",2020,"PA","President","Age","65 or older",28,46,"Biden"
"1482",2020,"PA","President","Age","65 or older",28,53,"Trump"
"1483",2020,"PA","President","Gender","Male",47,44,"Biden"
"1484",2020,"PA","President","Gender","Male",47,55,"Trump"
"1485",2020,"PA","President","Gender","Female",53,55,"Biden"
"1486",2020,"PA","President","Gender","Female",53,44,"Trump"
"1487",2020,"PA","President","Area type","Urban",22,74,"Biden"
"1488",2020,"PA","President","Area type","Urban",22,24,"Trump"
"1489",2020,"PA","President","Area type","Suburban",56,48,"Biden"
"1490",2020,"PA","President","Area type","Suburban",56,51,"Trump"
"1491",2020,"PA","President","Area type","Rural",22,30,"Biden"
"1492",2020,"PA","President","Area type","Rural",22,69,"Trump"
"1493",2020,"PA","President","Income","Less than $50,000",37,56,"Biden"
"1494",2020,"PA","President","Income","Less than $50,000",37,42,"Trump"
"1495",2020,"PA","President","Income","$50,000 to $99,999",33,47,"Biden"
"1496",2020,"PA","President","Income","$50,000 to $99,999",33,51,"Trump"
"1497",2020,"PA","President","Income","$100,000 or more",29,49,"Biden"
"1498",2020,"PA","President","Income","$100,000 or more",29,50,"Trump"
"1499",2020,"PA","President","Education by race","White voters, college degree",36,54,"Biden"
"1500",2020,"PA","President","Education by race","White voters, college degree",36,45,"Trump"
"1501",2020,"PA","President","Education by race","White voters, no degree",45,34,"Biden"
"1502",2020,"PA","President","Education by race","White voters, no degree",45,66,"Trump"
"1503",2020,"PA","President","Education by race","Voters of color, college degree",4,80,"Biden"
"1504",2020,"PA","President","Education by race","Voters of color, college degree",4,17,"Trump"
"1505",2020,"PA","President","Education by race","Voters of color, no degree",14,82,"Biden"
"1506",2020,"PA","President","Education by race","Voters of color, no degree",14,15,"Trump"
"1507",2020,"PA","President","Race","White voters",81,42,"Biden"
"1508",2020,"PA","President","Race","White voters",81,57,"Trump"
"1509",2020,"PA","President","Race","Voters of color",19,82,"Biden"
"1510",2020,"PA","President","Race","Voters of color",19,15,"Trump"
"1511",2020,"PA","President","Education","Never attended college",24,41,"Biden"
"1512",2020,"PA","President","Education","Never attended college",24,58,"Trump"
"1513",2020,"PA","President","Education","Some college",21,47,"Biden"
"1514",2020,"PA","President","Education","Some college",21,52,"Trump"
"1515",2020,"PA","President","Education","Associate's degree",15,50,"Biden"
"1516",2020,"PA","President","Education","Associate's degree",15,49,"Trump"
"1517",2020,"PA","President","Education","Bachelor's degree",22,51,"Biden"
"1518",2020,"PA","President","Education","Bachelor's degree",22,47,"Trump"
"1519",2020,"PA","President","Education","Advanced degree",18,63,"Biden"
"1520",2020,"PA","President","Education","Advanced degree",18,36,"Trump"
"1521",2020,"SC","President","Age","18-24",9,53,"Biden"
"1522",2020,"SC","President","Age","18-24",9,42,"Trump"
"1523",2020,"SC","President","Age","25-29",6,30,"Biden"
"1524",2020,"SC","President","Age","25-29",6,68,"Trump"
"1525",2020,"SC","President","Age","30-39",12,50,"Biden"
"1526",2020,"SC","President","Age","30-39",12,47,"Trump"
"1527",2020,"SC","President","Age","40-49",18,53,"Biden"
"1528",2020,"SC","President","Age","40-49",18,46,"Trump"
"1529",2020,"SC","President","Age","50-64",28,38,"Biden"
"1530",2020,"SC","President","Age","50-64",28,61,"Trump"
"1531",2020,"SC","President","Age","65 or older",27,40,"Biden"
"1532",2020,"SC","President","Age","65 or older",27,60,"Trump"
"1533",2020,"SC","President","Gender","Male",45,41,"Biden"
"1534",2020,"SC","President","Gender","Male",45,57,"Trump"
"1535",2020,"SC","President","Gender","Female",55,45,"Biden"
"1536",2020,"SC","President","Gender","Female",55,53,"Trump"
"1537",2020,"SC","President","Area type","Urban",14,55,"Biden"
"1538",2020,"SC","President","Area type","Urban",14,43,"Trump"
"1539",2020,"SC","President","Area type","Suburban",49,40,"Biden"
"1540",2020,"SC","President","Area type","Suburban",49,58,"Trump"
"1541",2020,"SC","President","Area type","Rural",37,43,"Biden"
"1542",2020,"SC","President","Area type","Rural",37,56,"Trump"
"1543",2020,"SC","President","Income","Less than $50,000",41,53,"Biden"
"1544",2020,"SC","President","Income","Less than $50,000",41,46,"Trump"
"1545",2020,"SC","President","Income","$50,000 to $99,999",31,47,"Biden"
"1546",2020,"SC","President","Income","$50,000 to $99,999",31,51,"Trump"
"1547",2020,"SC","President","Income","$100,000 or more",27,34,"Biden"
"1548",2020,"SC","President","Income","$100,000 or more",27,64,"Trump"
"1549",2020,"SC","President","Education by race","White voters, college degree",29,36,"Biden"
"1550",2020,"SC","President","Education by race","White voters, college degree",29,63,"Trump"
"1551",2020,"SC","President","Education by race","White voters, no degree",37,19,"Biden"
"1552",2020,"SC","President","Education by race","White voters, no degree",37,80,"Trump"
"1553",2020,"SC","President","Education by race","Voters of color, college degree",7,72,"Biden"
"1554",2020,"SC","President","Education by race","Voters of color, college degree",7,25,"Trump"
"1555",2020,"SC","President","Education by race","Voters of color, no degree",26,79,"Biden"
"1556",2020,"SC","President","Education by race","Voters of color, no degree",26,20,"Trump"
"1557",2020,"SC","President","Race","White voters",66,26,"Biden"
"1558",2020,"SC","President","Race","White voters",66,73,"Trump"
"1559",2020,"SC","President","Race","Voters of color",34,78,"Biden"
"1560",2020,"SC","President","Race","Voters of color",34,21,"Trump"
"1561",2020,"SC","President","Education","Never attended college",22,46,"Biden"
"1562",2020,"SC","President","Education","Never attended college",22,53,"Trump"
"1563",2020,"SC","President","Education","Some college",25,46,"Biden"
"1564",2020,"SC","President","Education","Some college",25,53,"Trump"
"1565",2020,"SC","President","Education","Associate's degree",17,36,"Biden"
"1566",2020,"SC","President","Education","Associate's degree",17,63,"Trump"
"1567",2020,"SC","President","Education","Bachelor's degree",23,43,"Biden"
"1568",2020,"SC","President","Education","Bachelor's degree",23,55,"Trump"
"1569",2020,"SC","President","Education","Advanced degree",14,43,"Biden"
"1570",2020,"SC","President","Education","Advanced degree",14,56,"Trump"
"1571",2020,"SC","Senate","Age","18-24",9,47,"Harrison"
"1572",2020,"SC","Senate","Age","18-24",9,50,"Graham"
"1573",2020,"SC","Senate","Age","25-29",6,34,"Harrison"
"1574",2020,"SC","Senate","Age","25-29",6,63,"Graham"
"1575",2020,"SC","Senate","Age","30-39",12,53,"Harrison"
"1576",2020,"SC","Senate","Age","30-39",12,46,"Graham"
"1577",2020,"SC","Senate","Age","40-49",18,55,"Harrison"
"1578",2020,"SC","Senate","Age","40-49",18,44,"Graham"
"1579",2020,"SC","Senate","Age","50-64",28,38,"Harrison"
"1580",2020,"SC","Senate","Age","50-64",28,61,"Graham"
"1581",2020,"SC","Senate","Age","65 or older",28,41,"Harrison"
"1582",2020,"SC","Senate","Age","65 or older",28,58,"Graham"
"1583",2020,"SC","Senate","Gender","Male",45,43,"Harrison"
"1584",2020,"SC","Senate","Gender","Male",45,56,"Graham"
"1585",2020,"SC","Senate","Gender","Female",55,46,"Harrison"
"1586",2020,"SC","Senate","Gender","Female",55,53,"Graham"
"1587",2020,"SC","Senate","Area type","Urban",14,54,"Harrison"
"1588",2020,"SC","Senate","Area type","Urban",14,44,"Graham"
"1589",2020,"SC","Senate","Area type","Suburban",49,42,"Harrison"
"1590",2020,"SC","Senate","Area type","Suburban",49,57,"Graham"
"1591",2020,"SC","Senate","Area type","Rural",37,43,"Harrison"
"1592",2020,"SC","Senate","Area type","Rural",37,55,"Graham"
"1593",2020,"SC","Senate","Income","Less than $50,000",41,57,"Harrison"
"1594",2020,"SC","Senate","Income","Less than $50,000",41,41,"Graham"
"1595",2020,"SC","Senate","Income","$50,000 to $99,999",32,46,"Harrison"
"1596",2020,"SC","Senate","Income","$50,000 to $99,999",32,52,"Graham"
"1597",2020,"SC","Senate","Income","$100,000 or more",27,35,"Harrison"
"1598",2020,"SC","Senate","Income","$100,000 or more",27,64,"Graham"
"1599",2020,"SC","Senate","Education by race","White voters, college degree",29,37,"Harrison"
"1600",2020,"SC","Senate","Education by race","White voters, college degree",29,61,"Graham"
"1601",2020,"SC","Senate","Education by race","White voters, no degree",37,19,"Harrison"
"1602",2020,"SC","Senate","Education by race","White voters, no degree",37,79,"Graham"
"1603",2020,"SC","Senate","Education by race","Voters of color, college degree",7,75,"Harrison"
"1604",2020,"SC","Senate","Education by race","Voters of color, college degree",7,25,"Graham"
"1605",2020,"SC","Senate","Education by race","Voters of color, no degree",27,79,"Harrison"
"1606",2020,"SC","Senate","Education by race","Voters of color, no degree",27,20,"Graham"
"1607",2020,"SC","Senate","Race","White voters",66,27,"Harrison"
"1608",2020,"SC","Senate","Race","White voters",66,72,"Graham"
"1609",2020,"SC","Senate","Race","Voters of color",34,78,"Harrison"
"1610",2020,"SC","Senate","Race","Voters of color",34,21,"Graham"
"1611",2020,"SC","Senate","Education","Never attended college",22,47,"Harrison"
"1612",2020,"SC","Senate","Education","Never attended college",22,52,"Graham"
"1613",2020,"SC","Senate","Education","Some college",25,46,"Harrison"
"1614",2020,"SC","Senate","Education","Some college",25,52,"Graham"
"1615",2020,"SC","Senate","Education","Associate's degree",17,37,"Harrison"
"1616",2020,"SC","Senate","Education","Associate's degree",17,62,"Graham"
"1617",2020,"SC","Senate","Education","Bachelor's degree",22,43,"Harrison"
"1618",2020,"SC","Senate","Education","Bachelor's degree",22,55,"Graham"
"1619",2020,"SC","Senate","Education","Advanced degree",14,46,"Harrison"
"1620",2020,"SC","Senate","Education","Advanced degree",14,53,"Graham"
"1621",2020,"TX","President","Age","18-24",8,58,"Biden"
"1622",2020,"TX","President","Age","18-24",8,38,"Trump"
"1623",2020,"TX","President","Age","25-29",6,55,"Biden"
"1624",2020,"TX","President","Age","25-29",6,42,"Trump"
"1625",2020,"TX","President","Age","30-39",14,50,"Biden"
"1626",2020,"TX","President","Age","30-39",14,47,"Trump"
"1627",2020,"TX","President","Age","40-49",15,47,"Biden"
"1628",2020,"TX","President","Age","40-49",15,51,"Trump"
"1629",2020,"TX","President","Age","50-64",30,43,"Biden"
"1630",2020,"TX","President","Age","50-64",30,56,"Trump"
"1631",2020,"TX","President","Age","65 or older",26,41,"Biden"
"1632",2020,"TX","President","Age","65 or older",26,58,"Trump"
"1633",2020,"TX","President","Race","White",60,33,"Biden"
"1634",2020,"TX","President","Race","White",60,66,"Trump"
"1635",2020,"TX","President","Race","Black",12,90,"Biden"
"1636",2020,"TX","President","Race","Black",12,9,"Trump"
"1637",2020,"TX","President","Race","Latino",23,58,"Biden"
"1638",2020,"TX","President","Race","Latino",23,41,"Trump"
"1639",2020,"TX","President","Race","Asian",3,63,"Biden"
"1640",2020,"TX","President","Race","Asian",3,30,"Trump"
"1641",2020,"TX","President","Race","Other racial/ethnic groups",2,42,"Biden"
"1642",2020,"TX","President","Race","Other racial/ethnic groups",2,56,"Trump"
"1643",2020,"TX","President","Gender","Male",45,40,"Biden"
"1644",2020,"TX","President","Gender","Male",45,57,"Trump"
"1645",2020,"TX","President","Gender","Female",55,51,"Biden"
"1646",2020,"TX","President","Gender","Female",55,48,"Trump"
"1647",2020,"TX","President","Area type","Urban",42,56,"Biden"
"1648",2020,"TX","President","Area type","Urban",42,42,"Trump"
"1649",2020,"TX","President","Area type","Suburban",51,41,"Biden"
"1650",2020,"TX","President","Area type","Suburban",51,57,"Trump"
"1651",2020,"TX","President","Area type","Rural",7,25,"Biden"
"1652",2020,"TX","President","Area type","Rural",7,74,"Trump"
"1653",2020,"TX","President","Education by race","White voters, college degree",26,42,"Biden"
"1654",2020,"TX","President","Education by race","White voters, college degree",26,56,"Trump"
"1655",2020,"TX","President","Education by race","White voters, no degree",34,26,"Biden"
"1656",2020,"TX","President","Education by race","White voters, no degree",34,73,"Trump"
"1657",2020,"TX","President","Education by race","Voters of color, college degree",13,66,"Biden"
"1658",2020,"TX","President","Education by race","Voters of color, college degree",13,31,"Trump"
"1659",2020,"TX","President","Education by race","Voters of color, no degree",27,67,"Biden"
"1660",2020,"TX","President","Education by race","Voters of color, no degree",27,32,"Trump"
"1661",2020,"TX","President","Education","Never attended college",17,40,"Biden"
"1662",2020,"TX","President","Education","Never attended college",17,59,"Trump"
"1663",2020,"TX","President","Education","Some college",28,42,"Biden"
"1664",2020,"TX","President","Education","Some college",28,57,"Trump"
"1665",2020,"TX","President","Education","Associate's degree",16,51,"Biden"
"1666",2020,"TX","President","Education","Associate's degree",16,47,"Trump"
"1667",2020,"TX","President","Education","Bachelor's degree",24,48,"Biden"
"1668",2020,"TX","President","Education","Bachelor's degree",24,50,"Trump"
"1669",2020,"TX","President","Education","Advanced degree",15,54,"Biden"
"1670",2020,"TX","President","Education","Advanced degree",15,44,"Trump"
"1671",2020,"TX","President","Income","Less than $30,000",12,52,"Biden"
"1672",2020,"TX","President","Income","Less than $30,000",12,47,"Trump"
"1673",2020,"TX","President","Income","$30,000-$49,999",16,63,"Biden"
"1674",2020,"TX","President","Income","$30,000-$49,999",16,35,"Trump"
"1675",2020,"TX","President","Income","$50,000-$99,999",35,44,"Biden"
"1676",2020,"TX","President","Income","$50,000-$99,999",35,55,"Trump"
"1677",2020,"TX","President","Income","$100,000-$199,999",26,43,"Biden"
"1678",2020,"TX","President","Income","$100,000-$199,999",26,56,"Trump"
"1679",2020,"TX","President","Income","$200,000 or more",10,54,"Biden"
"1680",2020,"TX","President","Income","$200,000 or more",10,42,"Trump"
"1681",2020,"TX","Senate","Age","18-24",8,58,"Hegar"
"1682",2020,"TX","Senate","Age","18-24",8,40,"Cornyn"
"1683",2020,"TX","Senate","Age","25-29",6,53,"Hegar"
"1684",2020,"TX","Senate","Age","25-29",6,44,"Cornyn"
"1685",2020,"TX","Senate","Age","30-39",14,50,"Hegar"
"1686",2020,"TX","Senate","Age","30-39",14,47,"Cornyn"
"1687",2020,"TX","Senate","Age","40-49",15,45,"Hegar"
"1688",2020,"TX","Senate","Age","40-49",15,54,"Cornyn"
"1689",2020,"TX","Senate","Age","50-64",30,42,"Hegar"
"1690",2020,"TX","Senate","Age","50-64",30,57,"Cornyn"
"1691",2020,"TX","Senate","Age","65 or older",26,37,"Hegar"
"1692",2020,"TX","Senate","Age","65 or older",26,62,"Cornyn"
